state,district,rows,regime_valid,regime_class_count,Regime Coverage,Regime Majority Share,agency,train_rows,test_rows,regime_eval_note,split_ratio,gwl_min,gwl_max,gwl_range,IF__anomaly_count,IF__total_count,IF__anomaly_density,IF__mean_score,IF__min_score,Persistence__RMSE,Persistence__MAE,Persistence__MAPE,Persistence__R2,Persistence__mNSE,Persistence__NRMSE,Persistence__PBIAS,Persistence__Pearson r,Persistence__Bias,Persistence__KGE,Persistence__Alpha,Persistence__Beta,Persistence__Regime Accuracy,Persistence__Regime Acc Low,Persistence__Regime Acc Moderate,Persistence__Regime Acc High,Random Forest__RMSE,Random Forest__MAE,Random Forest__MAPE,Random Forest__R2,Random Forest__mNSE,Random Forest__NRMSE,Random Forest__PBIAS,Random Forest__Pearson r,Random Forest__Bias,Random Forest__KGE,Random Forest__Alpha,Random Forest__Beta,Random Forest__Regime Accuracy,Random Forest__Regime Acc Low,Random Forest__Regime Acc Moderate,Random Forest__Regime Acc High,XGBoost__RMSE,XGBoost__MAE,XGBoost__MAPE,XGBoost__R2,XGBoost__mNSE,XGBoost__NRMSE,XGBoost__PBIAS,XGBoost__Pearson r,XGBoost__Bias,XGBoost__KGE,XGBoost__Alpha,XGBoost__Beta,XGBoost__Regime Accuracy,XGBoost__Regime Acc Low,XGBoost__Regime Acc Moderate,XGBoost__Regime Acc High,Persistence_cm__Actual Low__Pred Low,Persistence_cm__Actual Low__Pred Moderate,Persistence_cm__Actual Low__Pred High,Persistence_cm__Actual Moderate__Pred Low,Persistence_cm__Actual Moderate__Pred Moderate,Persistence_cm__Actual Moderate__Pred High,Persistence_cm__Actual High__Pred Low,Persistence_cm__Actual High__Pred Moderate,Persistence_cm__Actual High__Pred High,Random Forest_cm__Actual Low__Pred Low,Random Forest_cm__Actual Low__Pred Moderate,Random Forest_cm__Actual Low__Pred High,Random Forest_cm__Actual Moderate__Pred Low,Random Forest_cm__Actual Moderate__Pred Moderate,Random Forest_cm__Actual Moderate__Pred High,Random Forest_cm__Actual High__Pred Low,Random Forest_cm__Actual High__Pred Moderate,Random Forest_cm__Actual High__Pred High,XGBoost_cm__Actual Low__Pred Low,XGBoost_cm__Actual Low__Pred Moderate,XGBoost_cm__Actual Low__Pred High,XGBoost_cm__Actual Moderate__Pred Low,XGBoost_cm__Actual Moderate__Pred Moderate,XGBoost_cm__Actual Moderate__Pred High,XGBoost_cm__Actual High__Pred Low,XGBoost_cm__Actual High__Pred Moderate,XGBoost_cm__Actual High__Pred High,Persistence__gwl_min,Persistence__gwl_max,Persistence__gwl_range,Persistence__Regime Coverage,Persistence__Regime Majority Share,Persistence__Regime Valid,Persistence__Regime Weight,SHAP__Random Forest__lag_1,SHAP__Random Forest__lag_3,SHAP__Random Forest__lag_7,SHAP__Random Forest__lag_14,SHAP__Random Forest__rolling_7,SHAP__Random Forest__rolling_14,SHAP__Random Forest__rolling_7_std,SHAP__Random Forest__rolling_14_std,SHAP__Random Forest__diff_1,SHAP__Random Forest__diff_7,SHAP__Random Forest__month,SHAP__Random Forest__dayofyear,SHAP__Random Forest__weekday,SHAP__Random Forest__is_monsoon,SHAP__Random Forest__top1_feature,SHAP__Random Forest__top1_value,SHAP__Random Forest__top2_feature,SHAP__Random Forest__top2_value,SHAP__Random Forest__top3_feature,SHAP__Random Forest__top3_value,SHAP__XGBoost__lag_1,SHAP__XGBoost__lag_3,SHAP__XGBoost__lag_7,SHAP__XGBoost__lag_14,SHAP__XGBoost__rolling_7,SHAP__XGBoost__rolling_14,SHAP__XGBoost__rolling_7_std,SHAP__XGBoost__rolling_14_std,SHAP__XGBoost__diff_1,SHAP__XGBoost__diff_7,SHAP__XGBoost__month,SHAP__XGBoost__dayofyear,SHAP__XGBoost__weekday,SHAP__XGBoost__is_monsoon,SHAP__XGBoost__top1_feature,SHAP__XGBoost__top1_value,SHAP__XGBoost__top2_feature,SHAP__XGBoost__top2_value,SHAP__XGBoost__top3_feature,SHAP__XGBoost__top3_value,Random Forest__gwl_min,Random Forest__gwl_max,Random Forest__gwl_range,Random Forest__Regime Coverage,Random Forest__Regime Majority Share,Random Forest__Regime Valid,Random Forest__Regime Weight,XGBoost__gwl_min,XGBoost__gwl_max,XGBoost__gwl_range,XGBoost__Regime Coverage,XGBoost__Regime Majority Share,XGBoost__Regime Valid,XGBoost__Regime Weight,low_rows,mape_outlier,r2_invalid,exclude_reasons
Odisha,JAJAPUR,486,False,1,0.3333333333333333,1.0,CGWB,388,98,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,-9.28,-8.17,1.1099999999999994,118.0,486.0,0.24279835390946503,0.05825458320252522,-0.1329155486535616,2.5279819732630338,2.5060204081632658,28.32308476562556,-56.80577680903545,-7.360772025873151,2.2774612371739056,24559000000.000004,,2.5060204081632658,,,,1.0,1.0,,,2.529500778443968,2.505033308228046,28.304911331650967,-56.87525680371554,-7.357478789513925,2.278829530129702,24549326420.634853,-0.3543564492559702,2.505033308228046,-0.6317716691242528,0.1353274186265983,0.7158544113726766,1.0,1.0,,,2.303455210935428,2.279231117404237,25.748056993278794,-46.993546175543415,-6.60414069447253,2.075184874716603,22336464950.561523,0.0531763585899507,2.2792311174042372,-0.3071984573706825,0.1366034800448321,0.7414671232732442,1.0,1.0,,,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,-9.28,-8.17,1.1099999999999994,0.3333333333333333,1.0,0.0,0.0,0.44865879447314805,0.15387389125500303,0.12148263906796894,0.1210916756899565,1.64070315812862,0.8091478097163971,0.0007177117861931594,0.0027379798544930113,0.018340968572092626,0.0121869854834268,0.005344268137429608,0.28826906767054017,0.0006867621767325328,2.5293733337062943e-05,rolling_7,1.64070315812862,rolling_14,0.8091478097163971,lag_1,0.44865879447314805,0.6678202152252197,0.3544236719608307,0.38386836647987366,0.1909056305885315,1.3829771280288696,0.7921475172042847,0.003455603960901499,0.004231294617056847,0.02564447745680809,0.014058547094464302,0.0013814097037538886,0.042703550308942795,0.0007012858986854553,3.2827667837409535e-06,rolling_7,1.3829771280288696,rolling_14,0.7921475172042847,lag_1,0.6678202152252197,-9.28,-8.17,1.1099999999999994,0.3333333333333333,1.0,0.0,0.0,-9.28,-8.17,1.1099999999999994,0.3333333333333333,1.0,0.0,0.0,False,False,True,r2_invalid
Punjab,LUDHIANA,272,False,2,0.6666666666666666,0.9636363636363636,CGWB,217,55,Regime accuracy shown but only 2 class(es) present in test set — exclude from cross-district regime comparison.,0.8,-23.776,-12.978,10.798,16.0,272.0,0.058823529411764705,0.08987317066693327,-0.1872083457310667,9.339208540536845,9.154999999999998,64.33743865099838,-24.60204367518025,-11.477697378202905,0.8649016985123953,-50352499999.99999,,-9.154999999999998,,,,0.03636363636363636,,1.0,0.0,42.28670235552481,35.38314688566174,247.22243257017607,-523.8825390858664,-47.22503540445548,3.916160618218634,193225093921.27188,0.3092299481611503,35.13183525841307,-11.282061804038406,13.024901990354254,-1.40283395516128,1.0,,1.0,1.0,41.95442802176917,40.24399216475054,282.5629587010493,-515.6662545745902,-53.85006614118254,3.885388777715241,218804057815.5518,0.6676348886574508,39.78255596646396,-6.3760138131981625,7.847752424944724,-1.7209189498983626,0.9636363636363636,,1.0,0.9622641509433962,0,0,0,0,2,0,0,53,0,0,0,0,0,2,0,0,0,53,0,0,0,0,2,0,0,2,51,-23.776,-12.978,10.798,0.6666666666666666,0.9636363636363636,0.0,0.0,2.0265776278337113,34.00055740017327,0.0019108751204328933,0.0034922450717884577,0.21756988063315832,0.033947176953001076,0.09721525874878408,0.12628940931709778,0.5579513919595878,5.989231105953676,0.00014990333423188482,0.03477032239033521,0.0005537817740964888,0.0,lag_3,34.00055740017327,diff_7,5.989231105953676,lag_1,2.0265776278337113,0.8822266459465027,44.147621154785156,0.035636987537145615,1.129117727279663,0.9704023599624634,0.22279909253120422,0.03449935093522072,0.44489216804504395,0.12459919601678848,0.07621278613805771,0.0001987506402656436,0.0037588290870189667,0.0031228309962898493,0.0,lag_3,44.147621154785156,lag_14,1.129117727279663,rolling_7,0.9704023599624634,-23.776,-12.978,10.798,0.6666666666666666,0.9636363636363636,0.0,0.0,-23.776,-12.978,10.798,0.6666666666666666,0.9636363636363636,0.0,0.0,False,False,True,r2_invalid
Punjab,MANSA,486,False,1,0.3333333333333333,1.0,CGWB,388,98,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,26.601,26.601,0.0,98.0,486.0,0.20164609053497942,0.06020624863183919,-0.07059628033813892,0.0,0.0,0.0,1.0,,,0.0,,0.0,,,,1.0,,1.0,,1.40158852904311e-13,1.4011467723024424e-13,5.267271051097489e-13,-1555.3979591836735,,,-5.267271051097488e-13,,-1.4011467723024424e-13,,,,1.0,,1.0,,1.678466787780053e-07,1.678466787780053e-07,6.309788307883363e-07,-2232056008729599.2,,,-6.309788307883362e-07,,-1.678466787780053e-07,,,,1.0,,1.0,,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,26.601,26.601,0.0,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.351333260950694e-17,3.4504136721827566e-15,4.001546826319561e-16,6.20676979200518e-16,dayofyear,3.4504136721827566e-15,is_monsoon,6.20676979200518e-16,weekday,4.001546826319561e-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lag_1,0.0,lag_3,0.0,lag_7,0.0,26.601,26.601,0.0,0.3333333333333333,1.0,0.0,0.0,26.601,26.601,0.0,0.3333333333333333,1.0,0.0,0.0,False,False,True,r2_invalid
Punjab,MOGA,486,False,1,0.3333333333333333,1.0,CGWB,388,98,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,25.485,25.485,0.0,20.0,486.0,0.0411522633744856,0.1181204975246908,-0.09456909025046434,0.0,0.0,0.0,1.0,,,0.0,,0.0,,,,1.0,,1.0,,1.3795679388065347,1.26960639455774,4.981779064381951,-3.769691219458583e+28,,,4.981779064381792,,1.2696063945576999,,,,0.15306122448979592,,0.15306122448979592,,1.96914350186346,1.812218264365683,7.110921186445686,-7.680231761367876e+28,,,7.110921186445684,,1.812218264365683,,,,0.15306122448979592,,0.15306122448979592,,0,0,0,0,98,0,0,0,0,0,0,0,0,15,83,0,0,0,0,0,0,0,15,83,0,0,0,25.485,25.485,0.0,0.3333333333333333,1.0,0.0,0.0,1.0450049080759867,7.314447801773393e-06,0.00018915619258899396,0.0006799040618174403,0.13386050966106625,0.007720719211257381,0.008216259278636468,0.0009322924027074737,0.006949914643017568,0.02133220565551171,0.05526087904095957,0.9511699837138081,0.0001480318262833886,2.2236654659053466e-17,lag_1,1.0450049080759867,dayofyear,0.9511699837138081,rolling_7,0.13386050966106625,0.8109466433525085,0.027315489947795868,0.0012658501509577036,0.0018961154855787754,0.08264941722154617,0.04342586547136307,0.0022952568251639605,0.0009816408855840564,0.009764463640749454,0.05138673260807991,8.609447831986472e-05,1.3234184980392456,0.0004412062407936901,0.0,dayofyear,1.3234184980392456,lag_1,0.8109466433525085,rolling_7,0.08264941722154617,25.485,25.485,0.0,0.3333333333333333,1.0,0.0,0.0,25.485,25.485,0.0,0.3333333333333333,1.0,0.0,0.0,False,False,True,r2_invalid
Rajasthan,BARMER,373,False,1,0.3333333333333333,1.0,CGWB,298,75,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,-66.22,-65.8,0.4200000000000017,15.0,373.0,0.040214477211796246,0.08742065883808614,-0.10354314665609565,0.1474765518085261,0.120533333333332,0.1823726484883906,-0.5033177684934571,-0.2031943212067239,0.351134647163156,639999999.9999807,,0.08533333333333076,,,,1.0,1.0,,,0.3061717467179009,0.2824028994356102,0.4274599993888435,-5.479404079585085,-1.8190174078532348,0.7289803493283326,2094842269.5765648,0.4014341053829593,0.27931230261020856,0.3930489627902249,0.8995483167421038,0.9957702598213554,0.7733333333333333,0.7733333333333333,,,3.312642428581924,0.9552156026204426,1.4499523636515568,-757.4971640511363,-8.535204551446242,7.887243877575976,7015502395.629885,0.4134424622810453,0.9354003194173179,-24.824459637431172,26.817793576694697,0.9858348512500784,0.8533333333333334,0.8533333333333334,,,75,0,0,0,0,0,0,0,0,58,17,0,0,0,0,0,0,0,64,11,0,0,0,0,0,0,0,-66.22,-65.8,0.4200000000000017,0.3333333333333333,1.0,0.0,0.0,12.134304458359715,0.0005165695457023757,0.013560790190650387,0.0036320904631521327,0.1127055164448173,0.08833553538022149,0.015239175929843396,0.009017963701185279,0.9336857397538748,0.053320208109789616,0.002717608395274029,0.03946529401284975,0.004444429480878662,1.4672546439577494e-05,lag_1,12.134304458359715,diff_1,0.9336857397538748,rolling_7,0.1127055164448173,9.731082916259766,0.026843691244721413,0.24986381828784943,0.02037176676094532,0.9382226467132568,0.8260579705238342,0.30257007479667664,0.0397140234708786,0.9577396512031555,0.767787754535675,0.013878577388823032,0.14055369794368744,0.013005553744733334,0.0016966694965958595,lag_1,9.731082916259766,diff_1,0.9577396512031555,rolling_7,0.9382226467132568,-66.22,-65.8,0.4200000000000017,0.3333333333333333,1.0,0.0,0.0,-66.22,-65.8,0.4200000000000017,0.3333333333333333,1.0,0.0,0.0,False,False,True,r2_invalid
Sikkim,N/A,0,False,0,,,CGWB,0,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,"low_rows,r2_invalid"
Telangana,NARAYANPET,486,False,2,0.6666666666666666,0.6020408163265306,CGWB,388,98,Regime accuracy shown but only 2 class(es) present in test set — exclude from cross-district regime comparison.,0.8,-2.05,-1.687,0.36299999999999977,20.0,486.0,0.0411522633744856,0.09512599445173621,-0.1837018280185836,0.1739367701206388,0.1528979591836733,8.048110552196288,-3.321467755205965,-1.3051873434095431,0.4791646559797217,1494399999.9999993,,0.15248979591836725,,,,0.3979591836734694,0.0,1.0,,0.1365966168857429,0.126074105453554,6.925774906398432,-1.6651911392395706,-0.9007737825597224,0.3762992200709175,-1234860209.778171,0.9579027338597632,-0.12600614385491543,0.3915477015478936,0.3968083308791053,1.067836789268937,0.6020408163265306,1.0,0.0,,27650834884.389965,5269692547.482511,277627448108.2983,-1.0921064497910454e+23,-79449252487.21382,76173098855.06882,2.95981084086034e+19,-0.0979098415184127,3020215143.7350407,-328497106967.8124,328493082913.92584,-1625965939.901337,0.5816326530612245,0.9661016949152542,0.0,,0,59,0,0,39,0,0,0,0,59,0,0,39,0,0,0,0,0,57,0,2,38,0,1,0,0,0,-2.05,-1.687,0.36299999999999977,0.6666666666666666,0.6020408163265306,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.05,-1.687,0.36299999999999977,0.6666666666666666,0.6020408163265306,0.0,0.0,-2.05,-1.687,0.36299999999999977,0.6666666666666666,0.6020408163265306,0.0,0.0,False,False,True,r2_invalid
Uttar Pradesh,BALLIA,146,False,1,0.3333333333333333,1.0,CGWB,116,30,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,-4.937,-4.907,0.03000000000000025,36.0,146.0,0.2465753424657534,0.02152526596089943,-0.11999169863395653,0.0304565263941898,0.0297999999999997,0.6063236752760545,-22.44792719919097,-5.191135734072084,1.015217546472988,-89399999.9999993,,-0.029799999999999768,,,,1.0,,,1.0,0.0627939721623262,0.0618902327160437,1.2591547799057068,-98.67348179785247,-11.858081589205993,2.0931324054108584,-185670698.1481312,-0.5840224418602064,-0.06189023271604374,-0.5875049771087717,0.8956617417742408,1.0125890388340677,1.0,,,1.0,0.0710007991574473,0.070717765935262,1.4386308640839365,-126.42956220920706,-13.692056634750005,2.366693305248227,-212153297.80578625,-0.2630123314432502,-0.07071776593526208,-0.595465604090462,0.0252675102381614,1.0143846397492498,1.0,,,1.0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,-4.937,-4.907,0.03000000000000025,0.3333333333333333,1.0,0.0,0.0,0.06716539526631998,0.06838085302043935,0.07400396175663716,0.05273400687615847,0.06431647416374543,0.06960419661436965,0.00014791609470417609,0.002464835947139209,4.9797522224246144e-05,0.004292186515879237,0.0001286729997453062,0.052195467545789125,0.0008724493950969754,0.0,lag_7,0.07400396175663716,rolling_14,0.06960419661436965,lag_3,0.06838085302043935,0.3567436933517456,0.07315416634082794,0.005720520857721567,0.0022991730365902185,0.003458913415670395,0.0011167335323989391,0.00011736566375475377,2.390054942225106e-05,0.00017753863357938826,0.0011629846412688494,0.0,5.168805728317238e-06,0.00014724019274581224,0.0,lag_1,0.3567436933517456,lag_3,0.07315416634082794,lag_7,0.005720520857721567,-4.937,-4.907,0.03000000000000025,0.3333333333333333,1.0,0.0,0.0,-4.937,-4.907,0.03000000000000025,0.3333333333333333,1.0,0.0,0.0,False,False,True,r2_invalid
West Bengal,BIRBHUM,486,False,1,0.3333333333333333,1.0,CGWB,388,98,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,-25.9,-25.32,0.5799999999999983,20.0,486.0,0.0411522633744856,0.11577984448106944,-0.07219982299840044,0.2443420987560048,0.1913265306122434,0.7455837659054118,-1.5589450895492791,-0.3881544156530849,0.4212794806138026,1868999999.9999852,,0.19071428571428425,,,,1.0,1.0,,,0.2494304823731463,0.1950674980784446,0.7601568000779753,-1.6666340495599097,-0.4152967073697848,0.4300525558157709,1906326727.2004983,-0.3075667807645974,0.1945231354286223,-0.6070272420381995,0.0657903532810168,0.9923838020639294,1.0,1.0,,,1.403926510556387,0.3952265393004125,1.536801001667222,-83.47984666632445,-1.8675347007941123,2.420562949235157,3873220085.1440425,-0.2349794534913719,0.3952265393004125,-6.6314671240579015,8.530861621276232,0.9845256270095204,1.0,1.0,,,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,-25.9,-25.32,0.5799999999999983,0.3333333333333333,1.0,0.0,0.0,11.119786147869629,0.05016057174427525,0.018264197710904755,0.04227434914905591,0.631593663630343,0.03805895816962011,0.004010296836935655,0.0022150790068359524,0.36887272427162904,0.06255775392443363,0.00012674397942181878,0.2409072725099126,0.002001148315171455,0.00043416542960063775,lag_1,11.119786147869629,rolling_7,0.631593663630343,diff_1,0.36887272427162904,8.926342010498047,0.624993085861206,0.021453693509101868,0.030620519071817398,1.351192831993103,0.22163605690002441,0.0737932100892067,0.019590534269809723,0.2974850833415985,0.04884274676442146,0.0007116198539733887,0.18085108697414398,0.002814110368490219,0.20172518491744995,lag_1,8.926342010498047,rolling_7,1.351192831993103,lag_3,0.624993085861206,-25.9,-25.32,0.5799999999999983,0.3333333333333333,1.0,0.0,0.0,-25.9,-25.32,0.5799999999999983,0.3333333333333333,1.0,0.0,0.0,False,False,True,r2_invalid
-,N/A,0,False,0,,,CGWB,0,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,"low_rows,r2_invalid"
Andaman & Nicobar,N/A,0,False,0,,,CGWB,0,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,"low_rows,r2_invalid"
Andhra Pradesh,NANDYAL,486,False,2,0.6666666666666666,0.9693877551020408,CGWB,388,98,Regime accuracy shown but only 2 class(es) present in test set — exclude from cross-district regime comparison.,0.8,-1.0,-0.9,0.09999999999999998,20.0,486.0,0.0411522633744856,0.08708591916295863,-0.12528642421717506,0.0245365200533109,0.0195918367346938,2.0717633258254917,-0.3033089892705798,-0.1304974765681326,0.2453652005331095,-115999999.99999996,,-0.011836734693877545,,,,0.9693877551020408,,0.0,1.0,0.0175065971883339,0.0137725512719525,1.4580536831242452,0.3365244349291191,0.2052896994963226,0.1750659718833397,-107832458.81434482,0.7816349153910344,-0.011003312123912737,0.6046304465946934,0.6706037387032368,1.0114837549323052,0.9693877551020408,,0.0,1.0,0.2130697706210156,0.0847922608073876,8.877267759364535,-97.27999629711827,-3.892723340507998,2.130697706210157,-563847640.7527927,-0.0203682393918711,-0.057535473546203336,-7.533912090583648,9.472478887723998,1.0600476720716498,0.826530612244898,,0.3333333333333333,0.8421052631578947,0,0,0,0,0,3,0,0,95,0,0,0,0,0,3,0,0,95,0,0,0,0,1,2,0,15,80,-1.0,-0.9,0.09999999999999998,0.6666666666666666,0.9693877551020408,0.0,0.0,7.957722780508804,0.0058362468781977305,0.0003495530291859808,0.0023637898329066324,0.02131847089140545,0.004493887133344959,0.005754618519908194,0.0059749910126216214,0.6758478843584914,0.04716411456827384,0.001597322367173582,0.6924393551279069,0.0007955859275595872,0.008487532622162081,lag_1,7.957722780508804,dayofyear,0.6924393551279069,diff_1,0.6758478843584914,6.080704212188721,0.12646329402923584,0.268549382686615,0.03632768243551254,0.48063433170318604,0.5468843579292297,0.06843247264623642,0.007982495240867138,0.48773056268692017,0.3881578743457794,0.004812491592019796,0.35210931301116943,0.0019074110314249992,3.2117775845108554e-05,lag_1,6.080704212188721,rolling_14,0.5468843579292297,diff_1,0.48773056268692017,-1.0,-0.9,0.09999999999999998,0.6666666666666666,0.9693877551020408,0.0,0.0,-1.0,-0.9,0.09999999999999998,0.6666666666666666,0.9693877551020408,0.0,0.0,False,False,True,r2_invalid
Bhutan,N/A,0,False,0,,,CGWB,0,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,"low_rows,r2_invalid"
China,N/A,0,False,0,,,CGWB,0,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,"low_rows,r2_invalid"
Dadra & Nagar Haveli,N/A,0,False,0,,,CGWB,0,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,"low_rows,r2_invalid"
Daman & Diu,N/A,0,False,0,,,CGWB,0,0,No backend data available for this state/district.,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,False,True,"low_rows,r2_invalid"
Delhi,EAST,329,False,1,0.3333333333333333,1.0,CGWB,263,66,Regime accuracy shown but only 1 class(es) present in test set — exclude from cross-district regime comparison.,0.8,43.536,43.967,0.4309999999999974,80.0,329.0,0.24316109422492402,0.050403687505305855,-0.16294196897276914,0.3561502491926716,0.3117272727272747,0.7158543326334236,-2.9687634769478484,-1.0368341473365548,0.8263346849017952,0.705763585515086,,0.30803030303030615,,,,1.0,,,1.0,30.355738677491903,30.346670261397712,69.53498285268192,-28830.704836147943,-197.2859366317145,70.43094820763825,-69.53073967537821,0.6081343960796106,-30.346670261397712,-2.7671663840245566,4.681647937732265,0.3046926032462178,1.0,,,1.0,25.60193116881385,25.530246650349014,58.50756606951904,-20507.51258555204,-165.81529887457205,59.40123241024132,-58.495278671534045,0.6839874304271553,-25.530246650349014,-9.389537166521867,11.368242321036153,0.4150472132846595,1.0,,,1.0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,66,43.536,43.967,0.4309999999999974,0.3333333333333333,1.0,0.0,0.0,2.653254616393106,0.055476863940914056,0.21038195884843297,0.09038070657590146,18.37972340534083,0.793331398867216,0.3815128989950945,0.16838232636525555,0.2044387605124706,2.8747893108137945,0.2495004373879429,0.7115514890096554,0.11035078302989246,0.0,rolling_7,18.37972340534083,diff_7,2.8747893108137945,lag_1,2.653254616393106,6.974905014038086,0.15906934440135956,1.6588611602783203,0.13766427338123322,13.987046241760254,1.7766786813735962,0.9343001842498779,0.8629722595214844,0.6422169804573059,1.6854370832443237,0.022016340866684914,0.24618025124073029,0.007351213600486517,0.0,rolling_7,13.987046241760254,lag_1,6.974905014038086,rolling_14,1.7766786813735962,43.536,43.967,0.4309999999999974,0.3333333333333333,1.0,0.0,0.0,43.536,43.967,0.4309999999999974,0.3333333333333333,1.0,0.0,0.0,False,False,True,r2_invalid
